:START_ID(Health-ID),:END_ID(Health-ID),:TYPE
R332,sR19692,地理位置
R6802,R6893,涉及症状
R6802,R7059,涉及症状
R6802,R1231,涉及症状
R6802,R6692,涉及症状
R6802,sR19693,起因
R6802,R6286,涉及疾病
R6802,R6380,涉及疾病
R6802,R1610,涉及检查
R6802,sR19694,诊断
R6802,sR19695,预防
R6802,sR19696,简介概述
R3720,sR19697,类别
R3720,sR19698,地址
R3720,sR19699,地理位置
R621,sR19700,类别
R621,sR19701,地址
R621,sR19702,地理位置
R4447,sR19703,类别
R4447,sR19704,地址
R4447,sR19705,地理位置
R2066,sR19706,类别
R2066,sR19707,地址
R2066,sR19708,地理位置
R6554,R790,涉及检查
R4367,sR19709,类别
R4367,sR19710,地址
R4367,sR19711,地理位置
R3399,sR19712,类别
R3399,sR19713,地址
R3399,sR19714,地理位置
R1037,sR19715,类别
R1037,sR19716,地址
R1037,sR19717,地理位置
R3986,sR19718,类别
R3986,sR19719,地址
R3986,sR19720,地理位置
R3279,sR19721,类别
R3279,sR19722,地址
R3279,sR19723,地理位置
R1032,sR19724,类别
R1032,sR19725,地址
R1032,sR19726,地理位置
R2710,sR19727,类别
R2710,sR19728,地址
R2710,sR19729,地理位置
R3472,sR19730,类别
R3472,sR19731,地址
R3472,sR19732,地理位置
R1470,sR19733,类别
R1470,sR19734,地址
R1470,sR19735,地理位置
R5693,sR19736,类别
R5693,sR19737,地址
R5693,sR19738,地理位置
R4148,sR19739,类别
R4148,sR19740,地址
R4148,sR19741,地理位置
R6752,R7012,涉及症状
R6752,R6920,涉及症状
R6752,R6729,涉及症状
R6752,R6813,涉及症状
R6752,R6722,涉及症状
R6752,R6691,涉及症状
R6752,sR19742,起因
R6752,R6531,涉及疾病
R6752,R6299,涉及疾病
R6752,R2565,涉及检查
R6752,sR19743,诊断
R6752,sR19744,预防
R6752,sR19745,简介概述
R3898,sR19746,类别
R3898,sR19747,地址
R3898,sR19748,地理位置
R3230,sR19749,类别
R3230,sR19750,地址
R3230,sR19751,地理位置
R1984,sR19752,临床意义
R1984,sR19753,参考值
R1984,sR19754,提示
R1984,sR19755,不良反应
R1984,R6545,涉及疾病
R1984,R6414,涉及疾病
R1984,R6425,涉及疾病
R1984,R6421,涉及疾病
R1984,R6567,涉及疾病
R1984,R6548,涉及疾病
R1984,R6326,涉及疾病
R1984,R6432,涉及疾病
R1984,R6455,涉及疾病
R1984,R6214,涉及疾病
R1984,R6521,涉及疾病
R1984,R6420,涉及疾病
R1984,R6395,涉及疾病
R1984,R6524,涉及疾病
R1984,R6411,涉及疾病
R1984,R6282,涉及疾病
R1984,R6381,涉及疾病
R1984,R6280,涉及疾病
R1984,R6212,涉及疾病
R1984,R6294,涉及疾病
R1984,R6219,涉及疾病
R1984,R6174,涉及疾病
R1984,R6162,涉及疾病
R1984,R6244,涉及疾病
R1984,R6288,涉及疾病
R1984,R6334,涉及疾病
R1984,R6444,涉及疾病
R1984,R6547,涉及疾病
R1984,R6327,涉及疾病
R1984,R6264,涉及疾病
R1984,R6331,涉及疾病
R1984,R6465,涉及疾病
R1984,R6325,涉及疾病
R1984,R6595,涉及疾病
R1984,R6361,涉及疾病
R1984,R6491,涉及疾病
R1984,R6180,涉及疾病
R1984,R6502,涉及疾病
R1984,R6532,涉及疾病
R1984,R5979,涉及疾病
R1984,R731,涉及疾病
R1984,R6423,涉及疾病
R1984,R6271,涉及疾病
R1984,R6378,涉及疾病
R1984,R6119,涉及疾病
R1984,R6291,涉及疾病
R1984,R6544,涉及疾病
R1984,R6159,涉及疾病
R1984,R6348,涉及疾病
R1984,sR19756,是否空腹
R1984,sR19757,注意事项
R1984,sR19758,简介概述
R1984,sR19759,详细过程
R569,sR19760,类别
R569,sR19761,地址
R569,sR19762,地理位置
R3542,sR19763,类别
R3542,sR19764,地址
R3542,sR19765,地理位置
R5022,sR19766,类别
R5022,sR19767,地址
R5022,sR19768,地理位置
R4607,sR19769,类别
R4607,sR19770,地址
R4607,sR19771,地理位置
R3068,sR19772,类别
R3068,sR19773,地址
R3068,sR19774,地理位置
R5309,sR19775,类别
R5309,sR19776,地址
R5309,sR19777,地理位置
R6716,sR19778,起因
R6716,sR19779,诊断
R6716,sR19780,预防
R6716,sR19781,简介概述
R3621,sR19782,类别
R3621,sR19783,地址
R3621,sR19784,地理位置
R6208,R3620,涉及检查
R2533,sR19785,类别
R2533,sR19786,地址
R2533,sR19787,地理位置
R6910,R7033,涉及症状
R6910,R6887,涉及症状
R6910,R6897,涉及症状
R6910,R7103,涉及症状
R6910,R6900,涉及症状
R6910,R6780,涉及症状
R6910,R6981,涉及症状
R6910,R6856,涉及症状
R6910,sR19788,起因
R6910,R790,涉及检查
R6910,sR19789,诊断
R6910,sR19790,预防
R6910,sR19791,简介概述
R2936,sR19792,类别
R2936,sR19793,地址
R2936,sR19794,地理位置
R37,sR19795,类别
R37,sR19796,地址
R37,sR19797,地理位置
R4779,sR19798,类别
R4779,sR19799,地址
R4779,sR19800,地理位置
R6049,sR19801,类别
R6049,sR19802,地址
R6049,sR19803,地理位置
R5678,sR19804,类别
R5678,sR19805,地址
R5678,sR19806,地理位置
R4489,sR19807,类别
R4489,sR19808,地址
R4489,sR19809,地理位置
R4038,sR19810,类别
R4038,sR19811,地址
R4038,sR19812,地理位置
R950,sR19813,类别
R950,sR19814,地址
R950,sR19815,地理位置
R2674,sR19816,类别
R2674,sR19817,地址
R2674,sR19818,地理位置
R2289,sR19819,类别
R2289,sR19820,地址
R2289,sR19821,地理位置
R6316,R3134,科室
R6316,R7021,涉及症状
R6316,R6983,涉及症状
R6316,R6757,涉及症状
R6316,R6670,涉及症状
R6316,sR19822,ICD10编码
R6316,sR19823,饮食禁忌
R6316,sR19824,并发症
R6316,sR19825,发病机制
R6316,sR19826,一般治疗
R6316,sR19827,发病部位
R6316,sR19828,诊断
R6316,sR19829,预防
R6316,sR19830,预后
R6316,sR19831,随访
R6316,sR19832,简介概述
R6316,sR19833,药物治疗
R6316,sR19834,治疗方法
R6316,sR19835,高发人群
R4463,sR19836,类别
R4463,sR19837,地址
R4463,sR19838,地理位置
R3700,sR19839,类别
R3700,sR19840,地址
R3700,sR19841,地理位置
R6726,R6718,涉及症状
R6726,R6598,涉及症状
R6726,R7068,涉及症状
R6726,R6985,涉及症状
R6726,sR19842,起因
R6726,R6362,涉及疾病
R6726,R6577,涉及疾病
R6726,R6556,涉及疾病
R6726,sR19843,诊断
R6726,sR19844,预防
R6726,sR19845,简介概述
R1712,sR19846,类别
R1712,sR19847,地址
R1712,sR19848,地理位置
R3833,sR19849,类别
R3833,sR19850,地址
R3833,sR19851,地理位置
R2718,sR19852,类别
R2718,sR19853,地址
R2718,sR19854,地理位置
R4809,sR19855,类别
R4809,sR19856,地址
R4809,sR19857,地理位置
R1475,sR19858,类别
R1475,sR19859,地址
R1475,sR19860,地理位置
R4671,sR19861,类别
R4671,sR19862,地址
R4671,sR19863,地理位置
R991,sR19864,类别
R991,sR19865,地址
R991,sR19866,地理位置
R3894,sR19867,类别
R3894,sR19868,地址
R3894,sR19869,地理位置
R6991,R6798,涉及症状
R6991,R6860,涉及症状
R6991,R6703,涉及症状
R6991,sR19870,起因
R6991,sR19871,诊断
R6991,sR19872,预防
R6991,sR19873,简介概述
R4505,sR19874,类别
R4505,sR19875,地址
R4505,sR19876,地理位置
R1579,sR19877,类别
R1579,sR19878,地址
R1579,sR19879,地理位置
R5101,sR19880,类别
R5101,sR19881,地址
R5101,sR19882,地理位置
R6217,R2803,科室
R6217,R7110,涉及症状
R6217,R6665,涉及症状
R6217,R6987,涉及症状
R6217,R6864,涉及症状
R6217,sR19883,ICD10编码
R6217,sR19884,饮食禁忌
R6217,sR19885,并发症
R6217,sR19886,发病机制
R6217,sR19887,一般治疗
R6217,sR19888,发病部位
R6217,sR19889,诊断
R6217,sR19890,预防
R6217,sR19891,预后
R6217,sR19892,随访
R6217,sR19893,简介概述
R6217,sR19894,药物治疗
R6217,sR19895,治疗方法
R6217,sR19896,高发人群
R1859,sR19897,类别
R1859,sR19898,地址
R1859,sR19899,地理位置
R4111,sR19900,类别
R4111,sR19901,地址
R4111,sR19902,地理位置
R6702,R7029,涉及症状
R6702,R6861,涉及症状
R6702,R7013,涉及症状
R6702,R7103,涉及症状
R6702,R6850,涉及症状
R6702,sR19903,起因
R6702,R6251,涉及疾病
R6702,sR19904,诊断
R6702,sR19905,预防
R6702,sR19906,简介概述
R4319,sR19907,类别
R4319,sR19908,地址
R4319,sR19909,地理位置
R5939,sR19910,类别
R5939,sR19911,地址
R5939,sR19912,地理位置
R5380,sR19913,类别
R5380,sR19914,地址
R5380,sR19915,地理位置
R6042,sR19916,类别
R6042,sR19917,地址
R6042,sR19918,地理位置
R4837,sR19919,类别
R4837,sR19920,地址
R4837,sR19921,地理位置
R5958,sR19922,类别
R5958,sR19923,地址
R5958,sR19924,地理位置
R4349,sR19925,类别
R4349,sR19926,地址
R4349,sR19927,地理位置
R3460,sR19928,类别
R3460,sR19929,地址
R3460,sR19930,地理位置
R2123,sR19931,类别
R2123,sR19932,地址
R2123,sR19933,地理位置
R2976,sR19934,类别
R2976,sR19935,地址
R2976,sR19936,地理位置
R4423,sR19937,类别
R4423,sR19938,地址
R4423,sR19939,地理位置
R2382,sR19940,类别
R2382,sR19941,地址
R2382,sR19942,地理位置
R3283,sR19943,类别
R3283,sR19944,地址
R3283,sR19945,地理位置
R732,sR19946,类别
R732,sR19947,地址
R732,sR19948,地理位置
R3170,sR19949,类别
R3170,sR19950,地址
R3170,sR19951,地理位置
R3844,sR19952,类别
R3844,sR19953,地址
R3844,sR19954,地理位置
R2292,sR19955,类别
R2292,sR19956,地址
R2292,sR19957,地理位置
R6201,R2565,涉及检查
R1106,sR19958,类别
R1106,sR19959,地址
R1106,sR19960,地理位置
R4609,sR19961,类别
R4609,sR19962,地址
R4609,sR19963,地理位置
R3896,sR19964,类别
R3896,sR19965,地址
R3896,sR19966,地理位置
R848,sR19967,类别
R848,sR19968,地址
R848,sR19969,地理位置
R5703,sR19970,类别
R5703,sR19971,地址
R5703,sR19972,地理位置
R3335,sR19973,类别
R3335,sR19974,地址
R3335,sR19975,地理位置
R879,sR19976,类别
R879,sR19977,地址
R879,sR19978,地理位置
R1136,sR19979,类别
R1136,sR19980,地址
R1136,sR19981,地理位置
R6351,R2301,涉及检查
R3997,sR19982,类别
R3997,sR19983,地址
R3997,sR19984,地理位置
R4732,sR19985,类别
R4732,sR19986,地址
R4732,sR19987,地理位置
R6789,R7079,涉及症状
R6789,R6728,涉及症状
R6789,R7057,涉及症状
R6789,R6904,涉及症状
R6789,sR19988,起因
R6789,R3344,涉及疾病
R6789,sR19989,诊断
R6789,sR19990,预防
R6789,sR19991,简介概述
R6205,R3255,涉及检查
R6937,R7038,涉及症状
R6937,R6652,涉及症状
R6937,R2817,涉及症状
R6937,R1231,涉及症状
R6937,R6788,涉及症状
R6937,R6820,涉及症状
R6937,R6853,涉及症状
R6937,sR19992,起因
R6937,R6474,涉及疾病
R6937,R6261,涉及疾病
R6937,sR19993,诊断
R6937,sR19994,预防
R6937,sR19995,简介概述
R3725,sR19996,类别
R3725,sR19997,地址
R3725,sR19998,地理位置
R301,sR19999,类别
R301,sR20000,地址
R301,sR20001,地理位置
R3821,sR20002,类别
R3821,sR20003,地址
R3821,sR20004,地理位置
R2251,sR20005,类别
R2251,sR20006,地址
R2251,sR20007,地理位置
R1016,sR20008,类别
R1016,sR20009,地址
R1016,sR20010,地理位置
R7046,R6976,涉及症状
R7046,R6921,涉及症状
R7046,R6981,涉及症状
R7046,R6916,涉及症状
R7046,R6889,涉及症状
R7046,sR20011,起因
R7046,R6449,涉及疾病
R7046,R273,涉及检查
R7046,sR20012,诊断
R7046,sR20013,预防
R7046,sR20014,简介概述
R543,sR20015,类别
R543,sR20016,地址
R543,sR20017,地理位置
R4514,sR20018,类别
R4514,sR20019,地址
R4514,sR20020,地理位置
R5711,sR20021,类别
R5711,sR20022,地址
R5711,sR20023,地理位置
R1518,sR20024,类别
R1518,sR20025,地址
R1518,sR20026,地理位置
R215,sR20027,类别
R215,sR20028,地址
R215,sR20029,地理位置
R5376,sR20030,类别
R5376,sR20031,地址
R5376,sR20032,地理位置
R840,sR20033,类别
R840,sR20034,地址
R840,sR20035,地理位置
R5424,sR20036,类别
R5424,sR20037,地址
R5424,sR20038,地理位置
R2140,sR20039,类别
R2140,sR20040,地址
R2140,sR20041,地理位置
R791,sR20042,类别
R791,sR20043,地址
R791,sR20044,地理位置
R847,sR20045,类别
R847,sR20046,地址
R847,sR20047,地理位置
R831,sR20048,类别
R831,sR20049,地址
R831,sR20050,地理位置
R6239,R3255,涉及检查
R3642,sR20051,类别
R3642,sR20052,地址
R3642,sR20053,地理位置
R3132,sR20054,类别
R3132,sR20055,地址
R3132,sR20056,地理位置
R924,sR20057,类别
R924,sR20058,地址
R924,sR20059,地理位置
R2266,sR20060,类别
R2266,sR20061,地址
R2266,sR20062,地理位置
R6783,R6598,涉及症状
R6783,R6788,涉及症状
R6783,R6755,涉及症状
R6783,R6911,涉及症状
R6783,R6851,涉及症状
R6783,R6895,涉及症状
R6783,sR20063,起因
R6783,R6267,涉及疾病
R6783,sR20064,诊断
R6783,sR20065,预防
R6783,sR20066,简介概述
R1852,sR20067,类别
R1852,sR20068,地址
R1852,sR20069,地理位置
R4417,sR20070,类别
R4417,sR20071,地址
R4417,sR20072,地理位置
R1033,sR20073,类别
R1033,sR20074,地址
R1033,sR20075,地理位置
R1108,sR20076,类别
R1108,sR20077,地址
R1108,sR20078,地理位置
R204,sR20079,类别
R204,sR20080,地址
R204,sR20081,地理位置
R881,sR20082,类别
R881,sR20083,地址
R881,sR20084,地理位置
R3135,sR20085,类别
R3135,sR20086,地址
R3135,sR20087,地理位置
R851,sR20088,类别
R851,sR20089,地址
R851,sR20090,地理位置
R4270,sR20091,类别
R4270,sR20092,地址
R4270,sR20093,地理位置
R6493,R4596,科室
R6493,R7075,涉及症状
R6493,R6616,涉及症状
R6493,R6722,涉及症状
R6493,sR20094,ICD10编码
R6493,sR20095,饮食禁忌
R6493,sR20096,并发症
R6493,sR20097,发病机制
R6493,sR20098,一般治疗
R6493,sR20099,发病部位
R6493,sR20100,诊断
R6493,sR20101,预防
R6493,sR20102,预后
R6493,sR20103,简介概述
R6493,sR20104,药物治疗
R6493,sR20105,治疗方法
R6493,sR20106,高发人群
R5273,sR20107,类别
R5273,sR20108,地址
R5273,sR20109,地理位置
R3148,sR20110,类别
R3148,sR20111,地址
R3148,sR20112,地理位置
R424,sR20113,类别
R424,sR20114,地址
R424,sR20115,地理位置
R3311,sR20116,类别
R3311,sR20117,地址
R3311,sR20118,地理位置
R1185,sR20119,类别
R1185,sR20120,地址
R1185,sR20121,地理位置
R808,sR20122,类别
R808,sR20123,地址
R808,sR20124,地理位置
R4662,sR20125,类别
R4662,sR20126,地址
R4662,sR20127,地理位置
R5443,sR20128,类别
R5443,sR20129,地址
R5443,sR20130,地理位置
R4359,sR20131,类别
R4359,sR20132,地址
R4359,sR20133,地理位置
R6814,R7096,涉及症状
R6814,R1833,涉及症状
R6814,R6601,涉及症状
R6814,R6952,涉及症状
R6814,R6907,涉及症状
R6814,R4241,涉及症状
R6814,sR20134,起因
R6814,R6305,涉及疾病
R6814,R6551,涉及疾病
R6814,R273,涉及检查
R6814,sR20135,诊断
R6814,sR20136,预防
R6814,sR20137,简介概述
R2031,sR20138,类别
R2031,sR20139,地址
R2031,sR20140,地理位置
R6993,R1610,涉及检查
R3030,sR20141,类别
R3030,sR20142,地址
R3030,sR20143,地理位置
R5007,sR20144,类别
R5007,sR20145,地址
R5007,sR20146,地理位置
R2171,sR20147,类别
R2171,sR20148,地址
R2171,sR20149,地理位置
R6970,R6914,涉及症状
R6970,R7082,涉及症状
R6970,R6952,涉及症状
R6970,R6981,涉及症状
R6970,R6702,涉及症状
R6970,R7099,涉及症状
R6970,sR20150,起因
R6970,R6374,涉及疾病
R6970,R6327,涉及疾病
R6970,R2301,涉及检查
R6970,sR20151,诊断
R6970,sR20152,预防
R6970,sR20153,简介概述
R1606,sR20154,类别
R1606,sR20155,地址
R1606,sR20156,地理位置
R2520,sR20157,类别
R2520,sR20158,地址
R2520,sR20159,地理位置
R3281,sR20160,类别
R3281,sR20161,地址
R3281,sR20162,地理位置
R5624,sR20163,类别
R5624,sR20164,地址
R5624,sR20165,地理位置
R2267,sR20166,类别
R2267,sR20167,地址
R2267,sR20168,地理位置
R1448,sR20169,类别
R1448,sR20170,地址
R1448,sR20171,地理位置
R6439,R3272,涉及检查
R6439,R2301,涉及检查
R3372,sR20172,类别
R3372,sR20173,地址
R3372,sR20174,地理位置
R1176,sR20175,类别
R1176,sR20176,地址
R1176,sR20177,地理位置
R1300,sR20178,类别
R1300,sR20179,地址
R1300,sR20180,地理位置
R5597,sR20181,类别
R5597,sR20182,地址
R5597,sR20183,地理位置
R2730,sR20184,类别
R2730,sR20185,地址
R2730,sR20186,地理位置
R4066,sR20187,类别
R4066,sR20188,地址
R4066,sR20189,地理位置
R3208,sR20190,类别
R3208,sR20191,地址
R3208,sR20192,地理位置
R6075,sR20193,用途标签
R6075,sR20194,简介概述
R6734,R7029,涉及症状
R6734,R6887,涉及症状
R6734,R1619,涉及症状
R6734,R6760,涉及症状
R6734,sR20195,起因
R6734,sR20196,诊断
R6734,sR20197,预防
R6734,sR20198,简介概述
R4728,sR20199,类别
R4728,sR20200,地址
R4728,sR20201,地理位置
R1753,sR20202,类别
R1753,sR20203,地址
R1753,sR20204,地理位置
R2527,sR20205,类别
R2527,sR20206,地址
R2527,sR20207,地理位置
R3916,sR20208,类别
R3916,sR20209,地址
R3916,sR20210,地理位置
R1257,sR20211,类别
R1257,sR20212,地址
R1257,sR20213,地理位置
R2082,sR20214,类别
R2082,sR20215,地址
R2082,sR20216,地理位置
R3501,sR20217,类别
R3501,sR20218,地址
R3501,sR20219,地理位置
R2359,sR20220,类别
R2359,sR20221,地址
R2359,sR20222,地理位置
R3373,sR20223,类别
R3373,sR20224,地址
R3373,sR20225,地理位置
R5658,sR20226,地址
R5658,sR20227,地理位置
R3259,sR20228,临床意义
R3259,sR20229,标本要求
R3259,R6696,涉及症状
R3259,sR20230,注意事项
R3259,sR20231,简介概述
R3259,sR20232,适应症
R1122,sR20233,类别
R1122,sR20234,地址
R1122,sR20235,地理位置
R4294,sR20236,类别
R4294,sR20237,地址
R4294,sR20238,地理位置
R335,sR20239,类别
R335,sR20240,地址
R335,sR20241,地理位置
R2835,sR20242,类别
R2835,sR20243,地址
R2835,sR20244,地理位置
R188,sR20245,类别
R188,sR20246,地址
R188,sR20247,地理位置
R4909,sR20248,类别
R4909,sR20249,地址
R4909,sR20250,地理位置
R1923,sR20251,类别
R1923,sR20252,地址
R1923,sR20253,地理位置
R2280,sR20254,类别
R2280,sR20255,地址
R2280,sR20256,地理位置
R3303,sR20257,类别
R3303,sR20258,地址
R3303,sR20259,地理位置
R5028,sR20260,类别
R5028,sR20261,地址
R5028,sR20262,地理位置
R986,sR20263,类别
R986,sR20264,地址
R986,sR20265,地理位置
R205,sR20266,类别
R205,sR20267,地址
R205,sR20268,地理位置
R1089,sR20269,类别
R1089,sR20270,地址
R1089,sR20271,地理位置
R2816,sR20272,类别
R2816,sR20273,地址
R2816,sR20274,地理位置
R5228,sR20275,类别
R5228,sR20276,地址
R5228,sR20277,地理位置
R6470,R4731,涉及检查
R12,sR20278,类别
R12,sR20279,地址
R12,sR20280,地理位置
R5140,sR20281,类别
R5140,sR20282,地址
R5140,sR20283,地理位置
R2983,sR20284,类别
R2983,sR20285,地址
R2983,sR20286,地理位置
R876,sR20287,类别
R876,sR20288,地址
R876,sR20289,地理位置
R4091,sR20290,类别
R4091,sR20291,地址
R4091,sR20292,地理位置
R1487,sR20293,类别
R1487,sR20294,地址
R1487,sR20295,地理位置
R4154,sR20296,类别
R4154,sR20297,地址
R4154,sR20298,地理位置
R3073,sR20299,类别
R3073,sR20300,地址
R3073,sR20301,地理位置
R2071,sR20302,类别
R2071,sR20303,地址
R2071,sR20304,地理位置
R465,sR20305,类别
R465,sR20306,地址
R465,sR20307,地理位置
R2069,sR20308,类别
R2069,sR20309,地址
R2069,sR20310,地理位置
R6396,R3620,涉及检查
R2343,sR20311,类别
R2343,sR20312,地址
R2343,sR20313,地理位置
R965,sR20314,类别
R965,sR20315,地址
R965,sR20316,地理位置
R1981,sR20317,类别
R1981,sR20318,地址
R1981,sR20319,地理位置
R5762,sR20320,类别
R5762,sR20321,地址
R5762,sR20322,地理位置
R1057,sR20323,类别
R1057,sR20324,地址
R1057,sR20325,地理位置
R4211,sR20326,类别
R4211,sR20327,地址
R4211,sR20328,地理位置
R6768,R3031,涉及检查
R7002,R6729,涉及症状
R7002,sR20329,起因
R7002,sR20330,诊断
R7002,sR20331,预防
R7002,sR20332,简介概述
R6695,R6911,涉及症状
R6695,R1627,涉及症状
R6695,R6599,涉及症状
R6695,R6598,涉及症状
R6695,R4241,涉及症状
R6695,sR20333,起因
R6695,sR20334,诊断
R6695,sR20335,预防
R6695,sR20336,简介概述
R5168,sR20337,类别
R5168,sR20338,地址
R5168,sR20339,地理位置
R5594,sR20340,类别
R5594,sR20341,地址
R5594,sR20342,地理位置
R2769,sR20343,类别
R2769,sR20344,地址
R2769,sR20345,地理位置
R3181,sR20346,类别
R3181,sR20347,地址
R3181,sR20348,地理位置
R817,sR20349,类别
R817,sR20350,地址
R817,sR20351,地理位置
R3409,sR20352,类别
R3409,sR20353,地址
R3409,sR20354,地理位置
R6007,sR20355,类别
R6007,sR20356,地址
R6007,sR20357,地理位置
R4209,sR20358,类别
R4209,sR20359,地址
R4209,sR20360,地理位置
R5756,sR20361,类别
R5756,sR20362,地址
R5756,sR20363,地理位置
R1836,sR20364,类别
R1836,sR20365,地址
R1836,sR20366,地理位置
R1882,sR20367,类别
R1882,sR20368,地址
R1882,sR20369,地理位置
R1035,sR20370,类别
R1035,sR20371,地址
R1035,sR20372,地理位置
R2053,sR20373,类别
R2053,sR20374,地址
R2053,sR20375,地理位置
R395,sR20376,类别
R395,sR20377,地址
R395,sR20378,地理位置
R1009,sR20379,类别
R1009,sR20380,地址
R1009,sR20381,地理位置
R6497,R273,涉及检查
R469,sR20382,类别
R469,sR20383,地址
R469,sR20384,地理位置
R4928,sR20385,类别
R4928,sR20386,地址
R4928,sR20387,地理位置
R3685,sR20388,类别
R3685,sR20389,地址
R3685,sR20390,地理位置
R5761,sR20391,类别
R5761,sR20392,地址
R5761,sR20393,地理位置
R3064,sR20394,类别
R3064,sR20395,地址
R3064,sR20396,地理位置
R4285,sR20397,类别
R4285,sR20398,地址
R4285,sR20399,地理位置
R3299,sR20400,类别
R3299,sR20401,地址
R3299,sR20402,地理位置
R4488,sR20403,类别
R4488,sR20404,地址
R4488,sR20405,地理位置
R4680,sR20406,类别
R4680,sR20407,地址
R4680,sR20408,地理位置
R1012,sR20409,类别
R1012,sR20410,地址
R1012,sR20411,地理位置
R2973,sR20412,类别
R2973,sR20413,地址
R2973,sR20414,地理位置
R2337,sR20415,类别
R2337,sR20416,地址
R2337,sR20417,地理位置
R711,sR20418,类别
R711,sR20419,地址
R711,sR20420,地理位置
R5869,sR20421,类别
R5869,sR20422,地址
R5869,sR20423,地理位置
R383,sR20424,类别
R383,sR20425,地址
R383,sR20426,地理位置
R3109,sR20427,类别
R3109,sR20428,地址
R3109,sR20429,地理位置
R5933,sR20430,类别
R5933,sR20431,地址
R5933,sR20432,地理位置
R744,sR20433,类别
R744,sR20434,地址
R744,sR20435,地理位置
R6995,R6839,涉及症状
R6995,sR20436,起因
R6995,R6509,涉及疾病
R6995,R6279,涉及疾病
R6995,sR20437,诊断
R6995,sR20438,预防
R6995,sR20439,简介概述
R5183,sR20440,类别
R5183,sR20441,地址
R5183,sR20442,地理位置
R3425,sR20443,类别
R3425,sR20444,地址
R3425,sR20445,地理位置
R641,sR20446,类别
R641,sR20447,地址
R641,sR20448,地理位置
R1645,sR20449,类别
R1645,sR20450,地址
R1645,sR20451,地理位置
R3637,sR20452,类别
R3637,sR20453,地址
R3637,sR20454,地理位置
R3783,sR20455,类别
R3783,sR20456,地址
R3783,sR20457,地理位置
R5457,sR20458,类别
R5457,sR20459,地址
R5457,sR20460,地理位置
R3455,sR20461,类别
R3455,sR20462,地址
R3455,sR20463,地理位置
R2689,sR20464,类别
R2689,sR20465,地址
R2689,sR20466,地理位置
R5921,sR20467,类别
R5921,sR20468,地址
R5921,sR20469,地理位置
R3928,sR20470,类别
R3928,sR20471,地址
R3928,sR20472,地理位置
R2495,sR20473,类别
R2495,sR20474,地址
R2495,sR20475,地理位置
R4542,sR20476,类别
R4542,sR20477,地址
R4542,sR20478,地理位置
R789,sR20479,类别
R789,sR20480,地址
R789,sR20481,地理位置
R3266,sR20482,类别
R3266,sR20483,地址
R3266,sR20484,地理位置
R1991,sR20485,类别
R1991,sR20486,地址
R1991,sR20487,地理位置
R4110,sR20488,类别
R4110,sR20489,地址
R4110,sR20490,地理位置
R6943,R6907,涉及症状
R6943,R6952,涉及症状
R6943,R6830,涉及症状
R6943,R7033,涉及症状
R6943,R6722,涉及症状
R6943,R6761,涉及症状
R6943,sR20491,起因
R6943,R6551,涉及疾病
R6943,R6437,涉及疾病
R6943,R5512,涉及检查
R6943,sR20492,诊断
R6943,sR20493,预防
R6943,sR20494,简介概述
R5970,sR20495,类别
R5970,sR20496,地址
R5970,sR20497,地理位置
R6822,R1833,涉及症状
R6822,R7029,涉及症状
R6822,R7013,涉及症状
R6822,R7080,涉及症状
R6822,R6943,涉及症状
R6822,sR20498,起因
R6822,R6485,涉及疾病
R6822,R6312,涉及疾病
R6822,R2301,涉及检查
R6822,sR20499,诊断
R6822,sR20500,预防
R6822,sR20501,简介概述
R5469,sR20502,类别
R5469,sR20503,地址
R5469,sR20504,地理位置
R3366,sR20505,类别
R3366,sR20506,地址
R3366,sR20507,地理位置
R1603,sR20508,定义
R6472,R177,科室
R6472,R7068,涉及症状
R6472,R6623,涉及症状
R6472,sR20509,ICD10编码
R6472,sR20510,饮食禁忌
R6472,sR20511,并发症
R6472,sR20512,发病机制
R6472,sR20513,一般治疗
R6472,sR20514,发病部位
R6472,sR20515,诊断
R6472,sR20516,预防
R6472,sR20517,简介概述
R6472,sR20518,药物治疗
R6472,sR20519,治疗方法
R6472,sR20520,高发人群
R5537,sR20521,类别
R5537,sR20522,地址
R5537,sR20523,地理位置
R6998,R7000,涉及症状
R6998,R7029,涉及症状
R6998,R6722,涉及症状
R6998,R6860,涉及症状
R6998,R7103,涉及症状
R6998,R6936,涉及症状
R6998,sR20524,起因
R6998,R6251,涉及疾病
R6998,R6267,涉及疾病
R6998,sR20525,诊断
R6998,sR20526,预防
R6998,sR20527,简介概述
R6476,R972,涉及检查
R903,sR20528,类别
R903,sR20529,地址
R903,sR20530,地理位置
R6286,R1738,科室
R6286,R6802,涉及症状
R6286,R6633,涉及症状
R6286,sR20531,ICD10编码
R6286,sR20532,并发症
R6286,sR20533,发病机制
R6286,sR20534,一般治疗
R6286,sR20535,诊断
R6286,sR20536,预防
R6286,sR20537,预后
R6286,sR20538,随访
R6286,sR20539,简介概述
R6286,sR20540,药物治疗
R6286,sR20541,治疗方法
R2441,sR20542,类别
R2441,sR20543,地址
R2441,sR20544,地理位置
R4639,sR20545,类别
R4639,sR20546,地址
R4639,sR20547,地理位置
R6132,sR20548,类别
R6132,sR20549,地址
R6132,sR20550,地理位置
R1501,sR20551,类别
R1501,sR20552,地址
R1501,sR20553,地理位置
R5442,sR20554,类别
R5442,sR20555,地址
R5442,sR20556,地理位置
R6965,R3031,涉及检查
R6353,R790,涉及检查
